keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,160,,2026-09-06T16:15:50.952346
picture frame,core - brand,high,6,#6 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOordZhXyzRnf5ddCoVu88PL46E2zRrGT3YPEMduR4OdtrtQH5rTG,False,205,,2026-09-06T16:15:50.952360
photo frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqWm4-WAQLqYzQbZbb5mk_x2UBQSpYmyOfzgtek8O3vlBosXWRt,False,204,,2026-09-06T16:15:50.952364
photo frame,core - brand,high,12,#12 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqZfBgHuIjrTWLZeqvrbqTrHVBKpaRO_amYAx4u_RdxiZVjpQr7,False,207,,2026-09-06T16:15:50.952367
wall frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOood1Sh1pLnUvSfx7U9gDUzhWEfu26Ob3_3AHzJH8ZWEoIhtuJPW,False,206,,2026-09-06T16:15:50.952370
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopSrF1X-_tQuD831hTJOPEEaSBa-CTOeFpPbwlXiHppIO8Eo9YI,False,181,,2026-09-06T16:15:50.952372
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqO6S0tDJMGWoS6FZc3s0RaitLywdw838aDnB4-b7rcNaeyIhWx,False,182,,2026-09-06T16:15:50.952375
buy picture frames online,core - brand,high,,Not ranked,,False,185,,2026-09-06T16:15:50.952384
affordable picture frames,core - brand,high,,Not ranked,,False,193,,2026-09-06T16:15:50.952387
cheap picture frames,core - brand,high,,Not ranked,,False,218,,2026-09-06T16:15:50.952389
picture frames set,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOooaqVgv2xBNr4yJZVLbVgt9hre60yNO-XJJdTfbxZGk9oXR_ewW,False,238,,2026-09-06T16:15:50.952392
gallery wall frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOooKfsX5teoalNm2A2lGha_1nOZAvnP6GZunos7jU6e3p18xKrfl,False,198,,2026-09-06T16:15:50.952394
gallery wall frame set,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOooj7ZUzg68zm7kDRFGfZzeJuEcznP7QH90BF4gqrzdKNC5BOqQ3,False,208,,2026-09-06T16:15:50.952396
bulk picture frames,core - brand,high,,Not ranked,,False,218,,2026-09-06T16:15:50.952398
picture frames bulk,core - brand,high,,Not ranked,,False,225,,2026-09-06T16:15:50.952400
picture frames for wall,core - brand,high,6,#6 ✅ Page 1,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqckL2dVfJ0N8CMgv5XEn0xSR-nrlkxA1KrDj-dxvIfXfoWmw-O,False,208,,2026-09-06T16:15:50.952403
frames for wall decor,core - brand,high,45,#45,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqByyqpfluX_lXyg8yE6aTZC8ZCOWtd-UGUV9_HZpfVl7i6zwcs,False,208,,2026-09-06T16:15:50.952405
wall frame set,core - brand,high,4,#4 ✅ Page 1,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqfUcaLwcqk7mF2o8oQAaKiG2yhQMUp3i0xmO5uA9WeUSM2tHEw,False,222,,2026-09-06T16:15:50.952407
collage picture frames,core - brand,high,,Not ranked,,False,223,,2026-09-06T16:15:50.952409
multi photo frame,core - brand,high,,Not ranked,,False,242,,2026-09-06T16:15:50.952411
4x6 picture frame,size - standard,high,25,#25,https://americanflat.com/collections/4-x-6-picture-frames?srsltid=AfmBOopAqzjC6qp18XypiDsRxz0uCL_ZxDe0A_cToyXZBtWz4o67UlrK,False,235,,2026-09-06T16:15:50.952413
5x7 picture frame,size - standard,high,27,#27,https://americanflat.com/collections/5-x-7-picture-frames?srsltid=AfmBOoq2tfRZSr9jlHabcIKrFvzsiW0q0ZEgNTSc-yovYbPezjbxD0s7,False,231,,2026-09-06T16:15:50.952415
8x10 picture frame,size - standard,high,,Not ranked,,False,227,,2026-09-06T16:15:50.952417
11x14 picture frame,size - standard,high,5,#5 ✅ Page 1,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOopj6AUgSfvg4W0KQDdaPYMqaX9nb8n5kjOTyHpCvxFdGBn2D97A,False,209,,2026-09-06T16:15:50.952419
16x20 picture frame,size - standard,high,,Not ranked,,False,244,,2026-09-06T16:15:50.952421
18x24 picture frame,size - standard,high,6,#6 ✅ Page 1,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOort_dHRTFp13EfPptUgYC3C8YkhCaYU4Tp-IAPRLly01USnULNe,False,245,,2026-09-06T16:15:50.952423
24x36 picture frame,size - standard,high,,Not ranked,,False,250,,2026-09-06T16:15:50.952425
