keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,175,,2026-07-23T15:08:59.938163
picture frame,core - brand,high,15,#15 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorZ7kf8mh5NlkWZhANKMRw2PTJccwH274yp4jCxWH0mOppKJbFe,False,208,,2026-07-23T15:09:22.203616
photo frames,core - brand,high,33,#33,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooiZ1J0Aqo_8ufsieswo3aigY1JOGdA2Kc_xT34ZE7ntmFcMKF6,False,206,,2026-07-23T15:09:36.227281
photo frame,core - brand,high,18,#18 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqx3zYfgMNoYfpTC4kHNB8cWkZcL-ApqbQLNxqfurcfkfeUIHGU,False,207,,2026-07-23T15:09:58.093189
wall frames,core - brand,high,4,#4 ✅ Page 1,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOordjwBBXnoz0xrB9ySy2CVGb6WmaYnTCr_pskyb3xgwdC7SE2Qn,False,207,,2026-07-23T15:10:10.451499
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopSXfwqCaIpdiQ37L8c35pZ31QFLkTViy-6f2yx7b36EBxbUHE3,False,183,,2026-07-23T15:10:30.670561
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqorI749aR5w1Mgvvy3FUBL1UL6e6xa_n4XZEiP8YJApyWC1BqU,False,186,,2026-07-23T15:10:42.634855
buy picture frames online,core - brand,high,,Not ranked,,False,203,,2026-07-23T15:10:58.524877
affordable picture frames,core - brand,high,,Not ranked,,False,199,,2026-07-23T15:11:11.543875
cheap picture frames,core - brand,high,,Not ranked,,False,10,,2026-07-23T15:11:15.286311
picture frames set,core - brand,high,,Not ranked,,False,252,,2026-07-23T15:11:32.204021
gallery wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorRTkjp5UO83PPxdl4OKITsMgfuM78xH5DX6cQH9hk-v3mDsV93,False,201,,2026-07-23T15:11:53.160628
gallery wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoo8eShwZkkpy2EvOXOBAvc-6qbpguAkEUrBT3C7T9vRjAOyV5v7,False,77700000,,2026-07-23T15:12:06.657013
bulk picture frames,core - brand,high,,Not ranked,,False,72,,2026-07-23T15:12:11.361909
picture frames bulk,core - brand,high,,Not ranked,,False,214,,2026-07-23T15:12:29.549282
picture frames for wall,core - brand,high,4,#4 ✅ Page 1,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOopE6vzDrDHe5Bo3mKGcAm8p1DfYrFtPYeP8xVLw23-ZuXvqBtKi,False,206,,2026-07-23T15:12:53.885714
frames for wall decor,core - brand,high,,Not ranked,,False,169,,2026-07-23T15:12:57.850755
wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqOm7xboP2twl16Q_lA-uPzoQ16R5teL6qASmvoFXCCUvtLdvMg,False,10,,2026-07-23T15:13:00.469487
collage picture frames,core - brand,high,,Not ranked,,False,215,,2026-07-23T15:13:17.120880
multi photo frame,core - brand,high,,Not ranked,,False,10,,2026-07-23T15:13:20.136028
