keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,9,#9 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AU7gw4UqNMa9H8k1EW7GR__kDyeug4ZWayT-Vhug4QaIlbAfAgzuqJaW,False,204,,2026-09-17T17:32:39.247357
picture frame,core - brand,high,5,#5 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AU7gw4Xyv6pUj7GRI7xEMLhn8irNcYQ0tvOZRCZ8O24Ty_jUdEL-GovO,False,269,,2026-09-17T17:32:39.247369
photo frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AU7gw4VO_6cQoReTIYD0agEGVkzzRzaBT1YDyAgqkRgQ-IGJEbkfYeF7,False,217,,2026-09-17T17:32:39.247373
photo frame,core - brand,high,5,#5 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AU7gw4XnqD61YZMHu2gWZ48TM1kRtDJgEx-cntM4Nbf3Topr719g3fnD,False,215,,2026-09-17T17:32:39.247375
wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AU7gw4WVieoZ_NHCqcGbbALrd_Yg7YxANkPX1Ynf36FNjqCdEF3SSSJP,False,207,,2026-09-17T17:32:39.247377
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/?srsltid=AU7gw4VbxtSYOTt_tB_UYlKKzeZsDcVyyAqr2JvhFw1Cno17Sa6kLyR6,False,188,,2026-09-17T17:32:39.247379
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frame?srsltid=AU7gw4Xp_xLBl_rX7CLMDNytmlbVrHf2v9BH9oUQ9xofSQ7iKpyPycAC,False,191,,2026-09-17T17:32:39.247382
buy picture frames online,core - brand,high,,Not ranked,,False,197,,2026-09-17T17:32:39.247391
affordable picture frames,core - brand,high,,Not ranked,,False,207,,2026-09-17T17:32:39.247393
cheap picture frames,core - brand,high,,Not ranked,,False,206,,2026-09-17T17:32:39.247396
