keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,257,,2026-06-06T14:41:56.408286
picture frame,core - brand,high,,Not ranked,,False,241,,2026-06-06T14:42:11.746007
photo frames,core - brand,high,,Not ranked,,False,216,,2026-06-06T14:42:17.787913
photo frame,core - brand,high,,Not ranked,,False,232,,2026-06-06T14:42:23.954088
wall frames,core - brand,high,,Not ranked,,False,205,,2026-06-06T14:42:29.091867
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOor3upkDzxCfDd2EXg5wu-k-yfCJ3aaaX65EDIWyQulwdectAyB0,False,193,,2026-06-06T14:42:33.983181
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorlkTebc82tWHcZdQG2_ZH2uQMglzazPH2K5jEnoezTONetGnvW,False,192,,2026-06-06T14:42:43.078049
buy picture frames online,core - brand,high,,Not ranked,,False,204,,2026-06-06T14:42:48.783821
affordable picture frames,core - brand,high,,Not ranked,,False,190,,2026-06-06T14:42:54.573226
cheap picture frames,core - brand,high,,Not ranked,,False,218,,2026-06-06T14:43:01.635376
picture frames set,core - brand,high,,Not ranked,,False,237,,2026-06-06T14:43:17.396430
gallery wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqqXr2hUXBszvkcDediRNIJoDn1fc-k4CHWWSTgrx4XstJc8Odh,False,198,,2026-06-06T14:43:30.592017
gallery wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoq4YheKaVUwGkMugXHgqqwHRVoLrzYtL3KaVReQL-Dsk-4PMcLy,False,200,,2026-06-06T14:43:38.230426
bulk picture frames,core - brand,high,,Not ranked,,False,203,,2026-06-06T14:43:47.191818
picture frames bulk,core - brand,high,,Not ranked,,False,222,,2026-06-06T14:43:58.034448
picture frames for wall,core - brand,high,,Not ranked,,False,203,,2026-06-06T14:44:04.084860
frames for wall decor,core - brand,high,,Not ranked,,False,207,,2026-06-06T14:44:16.694879
wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-sets-oversized-mat-displays?srsltid=AfmBOoovKexpxMN3KHr0iyuQeaNkXWOzS43lVLuv5KOiPh2qzy0kGgxy,False,203,,2026-06-06T14:44:23.573773
collage picture frames,core - brand,high,,Not ranked,,False,197,,2026-06-06T14:44:28.477597
multi photo frame,core - brand,high,,Not ranked,,False,211,,2026-06-06T14:44:35.609863
4x6 picture frame,size - standard,high,8,#8 ✅ Page 1,https://americanflat.com/collections/4-x-6-picture-frames?srsltid=AfmBOopDcq1QmewYJoP01Y9JycGRvNg4M_1EulDoh9YN2f0PfRfWvdPv,False,228,,2026-06-06T14:44:46.270600
5x7 picture frame,size - standard,high,,Not ranked,,False,220,,2026-06-06T14:44:57.255735
