keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,9,#9 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoralXC4eliBEi9r6GIVDIjEgECjVa7ecKRrOulHVOUR-AqOBbIe,False,201,,2026-09-07T18:23:32.508819
picture frame,core - brand,high,7,#7 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoppPYTX6b_tLqDRC9AK0SlJdw--o0BzqQM5mt0zFgizpk3XFDbd,False,203,,2026-09-07T18:23:32.508832
photo frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorYENpXsYBKnOOPJmG5sEjrXpb0rHMa7lR8spmJfEmfNQrQKCXX,False,202,,2026-09-07T18:23:32.508836
photo frame,core - brand,high,12,#12 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooas8j1XFD_1WX5sirgsng-zwDPTku-NQHaelCpLAAksMZT0vuy,False,206,,2026-09-07T18:23:32.508839
wall frames,core - brand,high,4,#4 ✅ Page 1,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqNHEvFW5hHBHfpgM76OPxHSi3cUJXL0MawTQ8bqsTQu6uizVP5,False,197,,2026-09-07T18:23:32.508841
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqo1GCPFK58d3GVirzRf5bSkBMpVD_Fu2PWELn0ugumKqqmcDqb,False,182,,2026-09-07T18:23:32.508844
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooNUhzChGVnkZ7cY9-nMEKXrFekrZCDL2Ssq9OzphUlSbAUMnZi,False,183,,2026-09-07T18:23:32.508847
buy picture frames online,core - brand,high,,Not ranked,,False,180,,2026-09-07T18:23:32.508856
affordable picture frames,core - brand,high,,Not ranked,,False,209,,2026-09-07T18:23:32.508859
cheap picture frames,core - brand,high,,Not ranked,,False,217,,2026-09-07T18:23:32.508862
