keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,257,,2026-06-08T16:49:36.465226
picture frame,core - brand,high,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Read timed out. (read timeout=15)",2026-06-08T16:49:52.991415
photo frames,core - brand,high,,Not ranked,,False,224,,2026-06-08T16:50:04.111188
photo frame,core - brand,high,,Not ranked,,False,231,,2026-06-08T16:50:13.941009
wall frames,core - brand,high,,Not ranked,,False,209,,2026-06-08T16:50:19.503744
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOornQzZ8SbtWQonaWmDzK1E8zxBf_Y86UDv9bqf9b_m1hJUd7Wkn,False,190,,2026-06-08T16:50:26.025211
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoq6TTxNeHH2tu3-s-WxPMmyJRExNCFo8P-fu3tZCHvTeFkAQvPA,False,192,,2026-06-08T16:50:35.274999
buy picture frames online,core - brand,high,,Not ranked,,False,193,,2026-06-08T16:50:44.881621
affordable picture frames,core - brand,high,,Not ranked,,False,192,,2026-06-08T16:50:58.923992
cheap picture frames,core - brand,high,,Not ranked,,False,206,,2026-06-08T16:51:13.047506
picture frames set,core - brand,high,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Read timed out. (read timeout=15)",2026-06-08T16:51:29.527630
gallery wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOopom30wzYTDDD7tmpaq7SvaGxxcLqCiLC2lZF1XtAEqFMADwDRg,False,200,,2026-06-08T16:51:42.673078
gallery wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoq_Y89tXd7ZwNtfWH-gObOIxDNgckZgZ16pqJ0uXihjns-rvHeY,False,198,,2026-06-08T16:51:57.065141
bulk picture frames,core - brand,high,,Not ranked,,False,192,,2026-06-08T16:52:08.853621
picture frames bulk,core - brand,high,,Not ranked,,False,220,,2026-06-08T16:52:20.557775
picture frames for wall,core - brand,high,,Not ranked,,False,209,,2026-06-08T16:52:29.861511
frames for wall decor,core - brand,high,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Read timed out. (read timeout=15)",2026-06-08T16:52:46.324667
wall frame set,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqpBReRz6IdcnzLvrAWDG1X0rM4czNc9dIlSBCCg2YKHjjWINHa,False,203,,2026-06-08T16:52:53.435914
collage picture frames,core - brand,high,,Not ranked,,False,200,,2026-06-08T16:53:02.183325
multi photo frame,core - brand,high,,Not ranked,,False,196,,2026-06-08T16:53:10.304336
4x6 picture frame,size - standard,high,8,#8 ✅ Page 1,https://americanflat.com/collections/4-x-6-picture-frames?srsltid=AfmBOop_zTOje3g3rvQJK88hvjUOOh9QGeVxYg1qixBwcNPcfYceX20r,False,236,,2026-06-08T16:53:17.900380
5x7 picture frame,size - standard,high,,Not ranked,,False,214,,2026-06-08T16:53:26.814698
8x10 picture frame,size - standard,high,,Not ranked,,False,214,,2026-06-08T16:53:32.418103
11x14 picture frame,size - standard,high,2,#2 🏆 Top 3,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOooAQCfjM0Inq1tseUz9RAL7PrOgdUn_asfaVD1SR8u_q_956cRY,False,216,,2026-06-08T16:53:40.417947
16x20 picture frame,size - standard,high,,Not ranked,,False,228,,2026-06-08T16:53:52.370314
18x24 picture frame,size - standard,high,3,#3 🏆 Top 3,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOorNypOwBNM4hWCO_yTgg4f0MiZCw_PgKwX47tAUqzHs_DoYX6P5,False,241,,2026-06-08T16:53:59.190899
24x36 picture frame,size - standard,high,,Not ranked,,False,244,,2026-06-08T16:54:10.547484
4x6 photo frame,size - standard,high,,Not ranked,,False,227,,2026-06-08T16:54:15.874520
5x7 photo frame,size - standard,high,,Not ranked,,False,213,,2026-06-08T16:54:22.901846
8x10 photo frame,size - standard,high,,Not ranked,,False,201,,2026-06-08T16:54:36.213843
11x14 photo frame,size - standard,high,3,#3 🏆 Top 3,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOootMfIVtA9Q_QwgisjxKUOzo6V7_n7eAZtaANlbKLZ0d_xXoLbm,False,231,,2026-06-08T16:54:46.055432
16x20 photo frame,size - standard,high,,Not ranked,,False,217,,2026-06-08T16:54:56.652863
18x24 photo frame,size - standard,high,1,#1 🏆 Top 3,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOoq3UP3WKm-lX1lujI03PL204bHb0S5KXfYOZ7aRXvGgBLQzj_0N,False,242,,2026-06-08T16:55:03.234961
24x36 photo frame,size - standard,high,,Not ranked,,False,252,,2026-06-08T16:55:09.108941
2x2 picture frame,size - small,medium,,Not ranked,,False,236,,2026-06-05T16:18:33.202601
2x3 picture frame,size - small,medium,,Not ranked,,False,258,,2026-06-05T16:18:42.696144
3x3 picture frame,size - small,medium,,Not ranked,,False,239,,2026-06-05T16:18:52.882803
3x5 picture frame,size - small,medium,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Read timed out. (read timeout=15)",2026-06-05T16:19:09.374228
4x4 picture frame,size - small,medium,,Not ranked,,False,233,,2026-06-05T16:19:16.178102
4x5 picture frame,size - small,medium,,Not ranked,,False,253,,2026-06-05T16:19:20.831063
4x12 picture frame,size - small,medium,,Not ranked,,False,234,,2026-06-05T16:19:26.065566
5x5 picture frame,size - small,medium,,Not ranked,,False,221,,2026-06-05T16:19:33.117588
5x15 picture frame,size - small,medium,,Not ranked,,False,226,,2026-06-05T16:19:38.427700
6x6 picture frame,size - small,medium,3,#3 🏆 Top 3,https://americanflat.com/collections/6x6-frames?srsltid=AfmBOorqsxL57x41qdAmYlWh7T_SXvjPJUMWyYDs0NZdnhRiu1PvJYtU,False,243,,2026-06-05T16:19:43.927628
6x8 picture frame,size - small,medium,,Not ranked,,False,232,,2026-06-05T16:19:54.858162
6x9 picture frame,size - small,medium,,Not ranked,,False,248,,2026-06-05T16:19:59.735538
3x4 picture frame,size - small,medium,,Not ranked,,False,242,,2026-06-05T16:20:15.483622
wallet size picture frame,size - small,medium,,Not ranked,,False,253,,2026-06-05T16:20:22.178709
1x2 picture frame,size - small,low,,Not ranked,,False,237,,2026-06-08T17:15:59.808164
2x6 picture frame,size - small,low,,Not ranked,,False,243,,2026-06-08T17:16:14.116283
