keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,41,#41,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorMqof0m9h1ZNUMcWjD75jdfpjE7IlTHXuFlKAgECMALmH55iB5,False,207,,2026-07-27T15:42:15.858820
picture frame,core - brand,high,,Not ranked,,False,163,,2026-07-27T15:42:02.002420
photo frames,core - brand,high,20,#20 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopzconNpI61QTsdDhzDDgslXlePEDFIbOqd2CDQzZyqyrprjYo_,False,223,,2026-07-27T15:42:11.685533
photo frame,core - brand,high,10,#10 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooiDg8IpUBprPhKD8IMr-6VZCo6cC_TdX-hdNK9I4atTvNgSZhR,False,208,,2026-07-27T15:42:22.782865
wall frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOooQyXRV1HfVVcUmhdbGueJKwsYhx1V4yGdp4Y331-LaIBniF84K,False,203,,2026-07-27T15:42:21.614974
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopJ5NW6Hg8_FCHA7JemUaEOg1MQ0g9uMo5oEAdp9vVNaDaS3sTc,False,185,,2026-07-27T15:42:14.332231
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopdZK5SbCYzXDJBBepDDND8YguYhKi1363ciz_ok_NDbOq8IBri,False,186,,2026-07-27T15:42:25.593685
buy picture frames online,core - brand,high,,Not ranked,,False,139,,2026-07-27T15:42:07.157143
affordable picture frames,core - brand,high,,Not ranked,,False,197,,2026-07-27T15:42:25.386605
cheap picture frames,core - brand,high,,Not ranked,,False,219,,2026-07-27T15:42:16.638926
picture frames set,core - brand,high,24,#24,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOopl9ta8ynKtfnUSV0vdrHmcZ3GFuP-rVMZIGZbkbfdtndTspBwE,False,247,,2026-07-27T15:42:10.700285
gallery wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOopOyv0AKcvxFtXSCki9f2nKGdehXle4yzFNOZiA208fAUyIh2b9,False,200,,2026-07-27T15:42:20.767252
